smile,Polarizability,split
COC(=O)c1ccc2c(c1)OCCN(C(=O)Nc1ccn(CC(=O)N3CCOCC3)n1)C2,286.1,train
CSC[C@@H](C)NC(=O)C1CS(=O)(=O)C1,138.67,train
COC[C@@H]1CN(c2nnc([C@@H]3CCS(=O)(=O)C3)n2C[C@@H]2CCCS(=O)(=O)C2)CCO1,266.19,train
Cc1nc(C)c(-c2nnc(SCC=C(Cl)Cl)o2)s1,203.34,train
CCNS(=O)(=O)N[C@@H]1CO[C@@H](C)C1,114.63,train
CC(C)(C)OC(=O)NCCCCn1c(CC2CCCC2)nnc1N1CCN(c2cnccn2)CC1,333.88,train
CC[C@@H](C)[C@@H](NC(=O)c1c(C)nn(C)c1C)C(=O)N1CCC(Cc2ccccc2)CC1,301.86,train
Cc1nnc(C(=O)NCCCON)s1,131.95,train
O[C@]1(c2nc(-c3cccs3)no2)CCOC1,146.33,train
COc1cccc([C@H]2C[C@H](N(C)C(=O)CCn3c(C)c(C)sc3=O)C2)c1,249.03,train
C[C@H](C(=O)N1CC[C@H]2CN(Cc3nnc(C4CC4)[nH]3)C[C@H]21)c1cccnc1,246.07,train
COc1cc(=O)n2c(c1C(=O)N1CCN(C)CC1)CCN(C/C=C/c1ccco1)CC2,303.87,train
CC(=O)NCc1cccc(C(=O)NC2CN(C(=O)C(F)F)C2)c1,196.55,train
COC(=O)c1cc(Nc2ccc(C3CC3)nc2)cs1,203.07,train
COCCONC(=O)c1ccc(Cl)o1,123.93,train
C[C@@H]1CN(CCO)C[C@]2(CCOC2)O1,122.4,train
Cc1nc(Cc2nnc(N(C)[C@@H](C)CC(N)=O)n2Cc2c(C)nn(Cc3ccccc3)c2C)cs1,333.21,train
CO[C@H](C)CCNC(=O)c1nccs1,136.15,train
CCc1nc(C(=O)N[C@@H](C)CF)co1,117.12,train
CC(C)C[C@@H](C)n1nccc1NC(=O)C(=O)N(Cc1ccccc1)C[C@H]1CCCO1,289.13,train
CS[C@H](C)CNC(=O)c1nc(C)ns1,146.9,train
C[N@@H+](Cc1n[nH]c(=O)[n-]1)C(C)(C)CO,120.36,train
CSCCNC(=O)NC(C)(CO)CO,132.3,train
CC(=O)NC[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)CS(=O)(=O)C(C)C,200.66,train
CC(=O)c1csc(C(=O)OCCc2cnn(C)c2)c1,181.79,train
Cc1ccccc1-n1nc(C(C)(C)C)cc1NC(=O)N1CCC(Cn2cncn2)CC1,292.66,train
C=CCn1c(Cc2nc(C(F)(F)F)cs2)nnc1N1CCC(CC#N)CC1,236.76,train
CC1CCC(NC(=O)CN2C(=O)CN(C)C2=O)CC1,165.16,train
COc1ccc(OC)c(NC(=O)CCCC(=O)[C@H](C#N)c2nc3ccccc3s2)c1,295.73,train
CCO[C@@H](C)c1cc(Cl)ccc1C,134.4,train
CC(C)n1c(S[C@@H](C)C(=O)NC2(C#N)CCCCC2)nc2ccccc2c1=O,282.26,train
Cc1nc[nH]c1C(=O)N[C@@H]1CCN(CC(=O)N2CCC[C@@H](C)C2)C1,222.25,train
COCCC1(C(=O)Nc2ccc(Cl)c(Cl)n2)CC1,181.02,train
C[C@@H]1COCCN1c1nnc([C@@H]2COCCN2C(=O)OC(C)(C)C)n1Cc1cc(C(C)(C)C)no1,310.65,train
CC(=O)Nc1ccc(Cn2c([C@@H](C)Oc3cccc(C)c3C)nnc2N2CC(=O)N(C)[C@H](C)C2)cn1,341.55,train
NC(=O)C[C@@H]1CCC[C@@H](C(F)(F)F)O1,98.09,train
O=C(OCCCOC(F)(F)F)C(F)=C1CCC1,123.65,train
COc1ccc(C(=O)NCC(F)(F)c2ccccn2)c2cccnc12,226.9,train
C[C@H](NC(=O)NCCOc1ccc2c(c1)CCC2)[C@@H](O)Cc1ccccc1,260.8,train
Cn1cccc1C(=O)N1CCOC2(CN(CC[C@@H]3CCOC3)C2)C1,222.77,train
Cc1oc(C)c(C(=O)N(C)C2CN(C(=O)CC3CCOCC3)C2)c1C,232.25,train
COCCNc1nnc(SCC(=O)N=S(C)(C)=O)s1,197.01,train
CCCCN1CC2(C1)CN(C(=O)C(=O)N1CCC(C)CC1)CCO2,224.83,train
C[C@@H]1CN(C(=O)Cn2ncnn2)C[C@H]1CNC(=O)CCC(F)(F)F,181.04,train
NC(=O)[C@H]1CC[C@@H]1C(=O)NC1CN(Cc2ccc3c(c2)CCC3)C1,227.26,train
CC(C)NC(=O)c1nnc(N2CCN(C(=O)NC(C)(C)C)CC2)n1[C@H]1C[C@H](c2cccc(F)c2)C1,326.95,train
CCc1ccc([C@@]2(CC)NC(=O)N(Cc3nc([C@H](C)OCC(C)C)no3)C2=O)cc1,275.97,train
C[C@@H](C1CCCCC1)N(C)c1nnc([C@H]2COCCN2C(=O)OC(C)(C)C)n1C[C@H]1CCC(=O)N1,316.02,train
C[C@]1(C(=O)N[C@@H]2CCCC[C@H]2NC(=O)c2cnn3c2CCCC3)C=CCC1,248.34,train
O=C(NC[C@@H]1CCSC1)C(F)(F)F,101.03,train
CCC(CC)(Cn1c(-c2cnccn2)nnc1N1CCCN(C(=O)Cc2cccc(F)c2)CC1)OC,348.17,train
Cc1n[nH]cc1C(=O)N1C[C@H](C)[C@@H](CNC(=O)C(C)(C)C(N)=O)C1,210.27,train
COC(C)(C)CS(=O)(=O)NCCn1cnnc1,144.23,train
CN(C(=O)c1cn[nH]c1)[C@H]1CCN(C(=O)c2coc(CC3CC3)n2)C1,221.42,train
Cc1csc(COC(=O)C(C)(C)O)n1,128.32,train
CC1=CCCN(S(=O)(=O)C2CC2)C1,122.58,train
CCOc1cc(NC[C@H](O)CNC(=O)c2ncccc2C)ncn1,225.02,train
CCN(C(=O)c1cc2ccccc2n1CC#N)[C@H](C)c1ccc(-c2nn[nH]n2)cc1,295.06,train
CO[C@](C)(CO)CNS(=O)(=O)C1CC1,123.71,train
Cc1ccc([C@H](C)N(C)C(=O)C(=O)NCc2cccnc2OC2CCCC2)c(C)c1,288.61,train
Cc1c(C(=O)N[C@@H]2CCN(C(=O)c3ccsc3)C[C@H]2O)cnn1C,224.6,train
Cc1cnn(CCn2c([C@@H]3CCO[C@H]3C(C)(C)C)nnc2N2CCN(C(=O)OC(C)(C)C)CC2)c1,327.17,train
O=C(N[C@@]12C[C@@H]1CCC2)[C@@H]1CCCS1,139.23,train
CC[C@H](C(=O)N[C@@H](C)CC)N(Cc1ccc(Cl)cc1)C(=O)COc1cccc(Cl)c1,295.07,train
C[C@@H]1CN(c2nnc(C3CCN(C(=O)OC(C)(C)C)CC3)n2Cc2ccc(NC(N)=O)cc2)CCO1,333.23,train
C=C(C)Cn1c(-c2cc3ccccc3o2)nnc1N1C[C@H](C)OC2(CCOCC2)C1,298.75,train
CCC[C@H](C(=O)N[C@@H](C)CO)C(C)C,135.88,train
CCOCCCNC(=O)N1CCCC1,131.89,train
CCCCN1C(=O)c2ccc(C(=O)Nc3cc(C)nn3-c3cc(C)ccn3)cc2C1=O,312.63,train
C[C@H]1[C@H](NC(=O)Cn2cncn2)CCCN1C(=O)c1ccncc1,206.0,train
O=C(CCC(F)F)NCCOc1cccc(F)c1,143.64,train
COC(=O)[C@@H](Cc1cncs1)NCCc1c[nH]nn1,167.4,train
C[S@@](=O)C1(CNC(=O)c2ccnc(Cl)c2F)CCC1,177.96,train
CCc1ocnc1C(=O)N(C)C[C@@H](O)CN(C)c1cc(F)ncn1,208.18,train
O=C(Nc1c2ccccc2oc1C(=O)N1CCOCC1)c1cccc2cccnc21,298.6,train
CCN1CCN(c2ccc(F)cc2[C@H](C)NC(=O)c2cnn(-c3ccccc3)c2)CC1,305.7,train
CO[C@@H]1CCN(Cc2cc(O)ccc2Cl)[C@H](C)C1,174.69,train
Cc1ccoc1C(=O)N[C@H]1c2ccccc2O[C@@H]1C,172.69,train
O=C(NCC1CC(NC(=O)c2ccc(CF)cc2)C1)c1ccncc1,231.96,train
CC(C)[C@H](NC(=O)c1ccccn1)C(=O)NC[C@H](CO)c1cccnc1,239.77,train
CO[C@H](C)CC(=O)N[C@H](C)CCSC,143.26,train
CC(C)[C@@]1(C)C[C@H]1NC(=O)c1cn(C)nc1C(F)F,164.21,train
C[C@@H](CCNc1cccc(F)n1)NC(=O)C(C)(C)C,175.95,train
NC(=O)CC[C@@H]1CCCN(C(=O)c2ccc(-n3nccc3-c3ccc(F)cc3)cc2)C1,296.24,train
CC(C)c1cc(NC(=O)C2(C)CC=CC2)n[nH]1,160.93,train
C[C@@H](SCC=C(Cl)Cl)C(=O)NC1CC1,148.85,train
COC[C@H](NC(=O)N1CCC[C@@H](Oc2ccccc2OC)C1)c1ccc(F)c(F)c1,263.25,train
CCCNC(=O)[C@H](C)N(Cc1cccc(Cl)c1)C(=O)CSCc1c(F)cccc1Cl,297.14,train
C[C@@H](CNC(=O)[C@@]1(C)CCc2ccccc21)Nc1cncc(C#N)n1,239.0,train
NS(=O)(=O)c1cccc(N2C[C@H](C(=O)NCC3(C4(O)CCOCC4)CC3)CC2=O)c1,270.98,train
O=C(N[C@H]1CCN(CC(F)(F)C(F)F)C1)C1CC(=O)NC(=O)C1,170.24,train
COc1cc(OC)cc([C@@H](NC(=O)Cc2ccon2)c2nccn2C)c1,229.55,train
Cc1nn(-c2cccnc2)nc1C(=O)Nc1cccc(OCCc2ccccc2)c1,309.03,train
CN(Cc1ccsc1)C(=O)CC1CC1,137.73,train
CC[C@](C)(O)Cn1c(Cc2cn3ccccc3n2)nnc1N1CC[C@@H]([C@H](C)NC(=O)OC(C)(C)C)C1,336.59,train
CC(C)SCC(=O)N[C@@H]1CO[C@@H](C)C1,141.77,train
COc1ccc(-c2nc3ccccc3[nH]2)cc1NC(=O)c1ccc(-c2ccc(C)c(Cl)c2)o1,381.25,train
C[C@@H]1CN(C(=O)c2ccoc2)C[C@H]1CNC(=O)c1ccsc1C(F)F,219.82,train
C[S@](=O)CCNS(=O)(=O)CC1(F)CC1,124.94,train
COC[C@@H](C)OC(=O)C(C)(CO)CO,116.03,train
CN(C(=O)c1ccc(C(=O)N2CC(=O)Nc3c(F)cccc32)cc1)c1ccccc1,281.91,train
COC(=O)[C@]1(C)C[C@@H](N2CCOCC2)CCN1c1nccc(-c2cccnc2F)n1,271.05,train
CC(C)C[C@@H](C)OC(=O)[C@H]1CC1(F)F,115.9,train
COc1cc(-c2ccc3n[nH]c(C)c3c2)c(F)cn1,185.95,train
CCOc1cc(N[C@@H]2CC(=O)N(C(C)C)[C@H]2c2ccc(Cl)c(F)c2)ncn1,252.61,train
C[C@@H]1CCSCCN1C(=O)C(N)=O,119.69,train
C[C@@H]1CN(c2nnc(-c3ccc4c(c3)OCO4)n2Cc2ccccc2)C[C@H](C2CC2)O1,299.09,train
CCC(CC)NC(=O)c1nnc(N(C)Cc2c(C)noc2C)n1Cc1cccc(C(=O)N(C)C)c1,331.85,train
Cc1ccc(OCc2nnc(N3CCC[C@@H](NC(=O)C(C)(C)C)C3)n2C[C@H](C)N2CCOCC2)cc1,344.02,train
CCc1ccc(CC(=O)Nc2cc(C3CC3)nn2-c2ncccn2)cc1,253.03,train
CC[C@@H]1CCO[C@@H]1C(=O)NCC[C@H](C)NC(=O)c1cnc2n[nH]cc2c1,240.11,train
CSC[C@H](C)C(=O)N[C@@H]1CCS[C@@H]1C,154.84,train
C[C@@H](O)c1ncc(C(=O)N[C@@H]2C=CCC2)s1,157.78,train
C[C@H](NC(=O)NCCCc1cccc(Cl)c1)c1cccc(S(=O)(=O)N(C)C)c1,272.08,train
CCCC[C@@H]1CCC[C@H]1NC(=O)C[C@@H]1CCCCO1,183.95,train
CCCCn1c2ccc(S(N)(=O)=O)cc2nc1SCc1csc(Nc2ccc(C)cc2)n1,369.14,train
CCCCNS(=O)(=O)CCC(C)C,131.61,train
CC[C@@H](CNC(=O)[C@H]1CC(=O)N1)OC,119.58,train
COc1ccc(CCNC(=O)CNc2ccc(C)c(NC(C)=O)c2C)cc1OC,283.96,train
COc1cc(NC(=O)[C@@H](CC(C)C)NC(=O)c2ccccc2C)ccc1NC(C)=O,301.85,train
CSCCC(=O)NC[C@@H](CO)C(C)C,143.32,train
CCOCC[C@H](O)CSc1nnc(C(=O)OCC)s1,197.06,train
CCC(F)(F)C(=O)NCCc1ccc(C)cc1,151.18,train
CO[C@@H]1CCCC[C@@H]1C(=O)NCC1(C)CCOCC1,175.21,train
CCC(=O)N[C@H](C)C(=O)OCc1cccc(C)n1,162.77,train
CCN(C(=O)[C@@H]1C[C@@H]1c1cccc(OC)c1)C1CC1,180.08,train
Cc1cccc(CN2CCN(C)[C@H](c3nnn4cc(-c5cccc(F)c5)ccc34)C2)n1,313.78,train
CNC(=O)c1cccc(Cn2c([C@H]3CCCO3)nnc2N2CC[C@H]([C@H](C)NC(=O)OC(C)(C)C)C2)c1,333.18,train
O=C(CSCc1ccncc1)NC[C@@H](O)c1ccc(-c2ccccc2)cc1,280.33,train
Cc1nc(CN2CCOC[C@@H]2CNC(=O)c2cccnn2)c(C)o1,213.43,train
CS/C=C\C(=O)OC[C@@]1(F)CCOC1,131.39,train
CCC(=O)N[C@H]1CCCN(c2nnc(C(=O)NC(CC)CC)n2CCN2c3ccccc3C[C@H]2C)C1,353.13,train
CC(C)CC(N)=NOCCOC(F)F,114.92,train
C=CC[C@]1(C(=O)N2CCC(c3ccon3)CC2)CCCN1C(=O)OC(C)(C)C,251.8,train
C[C@H]1C[C@H](NC(=O)c2conc2C2CC2)CN1C(=O)c1cn[nH]n1,203.27,train
COC(=O)c1ccc(CCNC(=O)c2cc(C3CC3)nc3onc(C(C)C)c32)cc1,290.57,train
CC(C)CCSCC(=O)NC[C@@H]1CCC[C@H]1O,171.61,train
C=CC[C@H](CO)NS(=O)(=O)[C@@H](C)C#N,125.13,train
C[C@H](OC(=O)C1C[C@H](C)C[C@@H](C)C1)C(=O)Nc1ccc(N2CCCC2=O)cc1,272.21,train
CC[C@H](NC(=O)C1CN(S(C)(=O)=O)C1)[C@@H]1CCCO1,168.17,train
CCc1n[nH]c(C(=O)N(C)CCCCCc2cc(-c3ccccc3)n[nH]2)c1[N+](=O)[O-],281.23,train
CCc1nc(C(C)C)ccc1C(=O)NCCN(CC)CCC(F)(F)F,229.16,train
CC(C)C(=O)NCCCn1c(CCc2ccccc2)nnc1N1CC[C@@H](NC(=O)OC(C)(C)C)C1,334.66,train
Cc1ccccc1Cc1nnc(N2CCC(OC[C@@H]3CCOC3)CC2)n1CCNC(=O)C(C)(C)C,323.7,train
CSc1ccc(CN[C@@H]2C(=O)NCC2(C)C)o1,165.97,train
O=C(NC[C@H](O)C(F)(F)C(F)(F)F)c1ccnc(O[C@@H]2CCOC2)c1,181.71,train
O=C(CO)N(CCO)C1CCSCC1,129.84,train
C[C@H](c1ccccc1)N(C)C(=O)CN(C)C(=O)COCCc1ccccc1,259.03,train
Cc1nnc(CN(C)CN2C(=O)C(=O)N([C@H](C)c3ccccc3)C2=O)s1,236.05,train
CN(Cc1ccc(F)cc1F)c1nnc(C(=O)Nc2ccccn2)n1CCNC(=O)OC(C)(C)C,325.23,train
COC(=O)CCCSc1ncco1,118.14,train
Cc1ccc(CN(Cc2ccco2)C(=O)C(=O)N[C@@H]2CCCc3occc32)s1,259.43,train
CC(C)(CCc1noc(CCCc2nnc(-c3ccccc3)o2)n1)[N+](=O)[O-],238.74,train
CNC(=S)NCCCCOC(C)C,140.21,train
CCn1cc(CSC/C(Cl)=C\Cl)nn1,150.23,train
COCCN(C)S(=O)(=O)NCCCCSC,160.23,train
CC(=O)N(C)C1CCN(c2nnc(C(=O)NC(C)C)n2CCc2ccc(OC(F)(F)F)cc2)CC1,298.86,train
C[C@H](CNC(=O)C(=O)Nc1nc2c(s1)CCCCC2)Oc1ccc(F)cc1,264.36,train
CCN(CC)CC(=O)Nc1cccc(NC(=O)C[C@@H](C)C(F)(F)F)c1,225.42,train
COC[C@@H]1CN(c2nnc(Cn3nc(C)cc3C)n2CCc2cc(C(F)(F)F)ccn2)C[C@@H](C)O1,302.92,train
Cc1nccnc1N1CCN(c2nnc(C(=O)NC(C)C)n2C[C@@H]2CC[C@H](CO)O2)CC1,299.42,train
Cn1cc(NC(=O)/C=C\c2ccc(OCC(N)=O)cc2)cc1C(N)=O,237.87,train
C[C@H](C[S@@](C)=O)N(C)Cc1ccns1,148.47,train
Cc1nsc(NC[C@@H]2CCCCN2C(=O)C2CS(=O)(=O)C2)n1,208.42,train
CCCC(=O)NCC[C@@H]1CCN(C(=O)c2cc(C)n(C(C)C)c2C)C1,250.13,train
COc1cc(CN2CC[C@@H](N(C)C(=O)Cc3ccco3)C2)ccc1C,235.91,train
Fc1ccc(OC(F)F)cc1-c1noc([C@H](c2ccccc2F)N2CCOCC2)n1,246.96,train
C[C@@H](NC(=O)c1ccc(O)c(F)c1)[C@H]1CCCCO1,169.94,train
CCCN(C)c1nc(Cl)nc(OC)n1,135.23,train
CCc1nnc(SCC[C@@H](C)O)o1,124.8,train
Cc1cccc(O[C@@H](C)c2nnc(N3CCN(CC(=O)N(C)C)CC3)n2CC2(C)CCOCC2)c1C,332.08,train
C[C@H](Cn1c(CC(C)(C)C)nnc1N1CCC([C@]2(C)NC(=O)NC2=O)CC1)Oc1ccccc1F,313.79,train
CC(C)C[C@H](C(N)=O)C(=O)N(C)C1CCN(C(=O)c2ccccc2)CC1,240.82,train
C[C@H](CN(C)C(=O)OC(C)(C)C)Cn1c(-c2nn(C)c(=O)c3ccccc32)nnc1N(C)C1CC1,335.58,train
COC[C@@H](F)Cn1c(-c2cccc(OC(F)F)c2)nnc1N(C)[C@H]1CCCN(c2cccnn2)C1,311.78,train
Cc1ccc(C(=O)NCc2nnc(C3CCC3)n2C)cc1NC(=O)c1ccccc1,296.59,train
Cc1ccc(NC(=O)NCc2ccc3c(c2)CCO3)cc1C(=O)NC(C)C,268.47,train
CCC(CC)OC(=O)[C@@H]1CC[C@H](CC)O1,138.59,train
COc1ccccc1Cc1nnc(N2CCNC(=O)C2)n1CCCCN1CCOCC1,280.68,train
COc1ccc([C@H](NC(=O)NCCC[N@@H+](C)CC(C)C)C(=O)[O-])cc1,228.07,train
CN(C(=O)C[C@@H]1Cc2ccccc2O1)C1CCN(CC(F)(F)F)CC1,211.93,train
CC(C)(C)OC(=O)N1CCC[C@H]1CCC(=O)Nc1ccc(OC(F)F)nc1,234.16,train
CS(=O)(=O)CCC(=O)NC[C@@H](CO)Cc1ccoc1,165.16,train
COCc1ccccc1CNC(=O)CC[C@H](C)OC,180.92,train
Cc1nnc(CN(C)C[C@@H]2CCCN(C(=O)[C@]3(C)CNC(=O)C3)C2)[nH]1,222.54,train
C#C[C@H](CC)NC(=O)N(CCc1ccc(OC)c(OC)c1)Cc1ccsc1,261.45,train
COc1ccccc1N1CCC(NC(=O)C[C@H](O)Cc2ccccc2)CC1,257.16,train
COCc1cc(CNC(=O)C(=O)N[C@@H]2CCCC[C@H]2Cc2ccccc2)ccc1F,277.86,train
C[C@H](C(=O)N1CC(C)(CC(F)(F)F)C1)C1CCC1,148.22,train
CC[C@@H](NC(=O)Cc1c(C)nc2nc(SC)nn2c1C)C1CCCC1,261.78,train
CCC(CC)[C@@H](Cn1c(-c2n[nH]c(=O)c3ccccc32)nnc1N(C)C[C@H](C)C#N)N1CCOCC1,344.01,train
Cc1cc(C(F)(F)F)nc(SCCCC(=O)Nc2sc3c(c2C(N)=O)CCCCCC3)n1,301.26,train
C=CCN1CCN(S(=O)(=O)NC)CC1,129.5,train
CCN(CCSC)c1ncc(C)s1,151.71,train
C[C@@H]1CC[C@@H](NC(=O)[C@@H]2CC2(F)F)CS1(=O)=O,137.89,train
CNS(=O)(=O)CCn1c([C@H]2OCC[C@H]2COC)nnc1N1CCC[C@](C)(OC)CC1,270.48,train
Cn1c(NC(=O)C(=O)Nc2cccc(C(F)(F)F)c2)nc2cccnc21,235.75,train
CCN(C)C(=O)Cn1c(C(C)C)nnc1N1CCN(C(C)=O)C[C@H]1C,230.09,train
CN(Cc1ncnn1C)[C@@H]1CCN(C(=O)[C@H]2CCc3c[nH]nc3C2)C1,224.53,train
C=CCN1C(=O)[C@@H]2[C@@H](C(=O)NCc3ccccc3)[C@H]3C=C[C@@]2(O3)[C@@H]1C(=O)NC1CCCC1,285.14,train
CCCOC(=O)N(C)[C@@H](CC)CSC,143.52,train
O=[S@@](CCO)Cc1csc(C2CC2)n1,147.04,train
O=C(NC(CF)CF)C(F)=C1CCC1,110.44,train
O=C(c1cncc2nc[nH]c21)N1CCOC2(CN(CCCF)C2)C1,210.06,train
O=C(NC[C@H]1C=CCC1)c1cncc(Cl)n1,151.99,train
CO[C@H]([C@H](C)NC(=O)C(=O)Nc1ccc(-n2cccn2)c(F)c1)C1CC1,246.63,train
C/C=C/CO[C@H](C)/C=C/CCCC,139.24,train
CC(C)(C)c1noc(CNC[C@@H]2CC[C@@H](NC(=O)c3ccoc3)C2)n1,227.12,train
CCN(Cc1ccc(OCc2cccs2)c(OC)c1)[C@@H]1CCN(CC)C1=O,272.79,train
COc1ccc(CCCNC(=O)N2CC[C@@H](n3ncc4ccccc43)C2)cc1OC,290.65,train
C#C[C@H](C)NC(=O)NCC[S@](C)=O,126.14,train
CCS(=O)(=O)NCc1ccc(C(=O)OCc2csc3ccccc23)cc1,264.78,train
C[C@@H](C(=O)N([C@@H](C)c1cccc(C(F)(F)F)c1)C1CC1)c1ccnn1C,218.06,train
CC[C@@H]1CN(CCc2cncc(C)n2)C[C@H](C)[S@@]1=O,194.04,train
COC(=O)CCCCS[C@@H](C)[C@H](C)O,139.56,train
CSCCCCC(=O)OCC1CCC1,143.95,train
CC(C)=CCc1coc2ccccc12,139.01,train
Cc1nn(C)c(C)c1Cn1c(Cc2ccncc2)nnc1N1CCC[C@@H](N(C)C(=O)OC(C)(C)C)C1,332.62,train
CC(=O)N1CCN(S(=O)(=O)c2ccc(C(=O)NCc3n[nH]c(C4CC4)n3)cc2)CC1,275.23,train
CC[C@H](C)CCNC(=O)C[S@@](=O)CC,144.12,train
C[C@H](CNc1ncc(F)cn1)N(C)C(=O)[C@@H]1C[C@H]1c1ccc(F)cc1F,221.82,train
CS[C@H](C)C[NH2+]CCC(C)(C)C(=O)[O-],147.21,train
Cc1ncc(C(=O)N[C@H]2CC[C@H]2C)s1,141.97,train
CCOC[C@H](NC(=O)C(N)=O)C(C)C,122.14,train
COC[C@@H]1CCN(Cc2cnsn2)C1,134.24,train
Cc1cc([C@H]2CCCN2C(=O)CC(C)(F)F)on1,144.67,train
C[C@@H](CCc1ccccc1)NC(=O)c1cccc(S(=O)(=O)NCc2ccccc2)c1,296.54,train
O=C(N[C@]1(O)C=Cc2ccccc2[C@@H]1c1c(O)ccc2ccccc21)C1=COCC1,285.58,train
Cc1[nH]nc(C(=O)N2CC[C@H]([C@H](C)[NH2+]Cc3nncs3)C2)c1[O-],218.77,train
CN(C(=O)c1conc1C1CCCC1)C1CN(Cc2ccccc2)C1,234.04,train
O=C([C@@H]1CCCc2nn[nH]c21)N1CCC(c2noc3cc(F)ccc32)CC1,232.39,train
CC[C@@H](C)n1nccc1C(=O)NC[C@H]1CCN1Cc1oc(C)nc1C,232.02,train
Cc1cc(-c2cocc2C)c(C)s1,135.16,train
O=c1sccn1CC1(F)CCOCC1,121.93,train
C[C@H](CO)S[C@@H](C)c1nc(-c2ccc(Cl)cc2)no1,196.73,train
COc1cccc([C@H](C)c2noc([C@@H](C)Cn3ncc4ccccc43)n2)c1,252.3,train
CC[C@@H](C)Oc1ccccc1C=Nn1c(=O)c2ccccc2nc1-c1cc2cc(Cl)ccc2o1,371.03,train
CCCN(C(=O)C(=O)NCc1coc(-c2cccs2)n1)[C@@H]1CCCc2cccnc21,293.35,train
COCC1(Cn2c(-c3cccnc3)nnc2N2CCC[C@H](CNC(=O)C(C)(C)C)C2)CCOCC1,329.5,train
CN(Cc1ccc(C(N)=O)cc1)c1nnc([C@H]2C[C@@H](NC(=O)OC(C)(C)C)C2)n1C[C@@H]1CCC=CO1,338.97,train
CCn1c(SCC(=O)Nc2ccc(C)c([N+](=O)[O-])c2)nnc1[C@H](C)Oc1ccccc1Cl,313.75,train
COc1ccnc(CN(C)[C@@H](C)c2ccc(C(F)(F)F)cc2)c1OC,219.12,train
CC(=O)NC1CCN(c2nnc([C@]3(OC(C)C)CCOC3)n2C[C@H](C)Oc2ccc(C)cc2)CC1,325.4,train
CNC(=O)CC(=O)N1C[C@H](C)[C@@H](CNC(=O)C2(C3CC3)CCC2)C1,220.03,train
CCCCCOC(=O)c1csnc1C,137.05,train
Cc1cc(C(=O)N2CC[C@H](CCNC(=O)[C@@H]3C[C@H]3c3ccncc3)C2)co1,250.63,train
COCCONC(=O)C1CC(C)(O)C1,121.96,train
CCCCNC(=O)[C@@H](OC)[C@@H](C)CC,135.2,train
CN(C)S(=O)(=O)c1ccc(C(=O)OCc2nc3ccccc3c3ccccc23)cc1,302.66,train
COCc1nc(CNC(=O)[C@H]2Cc3cc(Cl)ccc3O2)c(-c2ccccc2)s1,279.58,train
CC(=O)N1C[C@H](O)[C@@H](N(C)C(=O)c2cc[nH]c2)C1,156.61,train
CNS(=O)(=O)c1ccc(CC(=O)N2CCN(S(=O)(=O)c3cn(C)c(C)n3)CC2)cc1,282.41,train
Cn1cccc1-c1nnc(N2CCN(c3cccc(F)c3)C(=O)C2)n1CCCNC(=O)OC(C)(C)C,333.5,train
C=C[C@H](C)NC(=O)[C@@H]1CCS(=O)(=O)N1,123.97,train
C[C@H]1CN(C(=O)[C@@H]2CSCC(=O)N2)CCCO1,154.5,train
CC(C)CSCC(=O)N1CCCC1=O,140.19,train
OCCSCCSCC1CCOCC1,156.91,train
C[C@H](O)CN1CCN(C(=O)NCc2csc(-c3ccccc3)n2)[C@@H](C)C1,259.04,train
CS(=O)(=O)CCS(=O)(=O)NCC1CC1,129.38,train
Cc1csc(N(C(=O)[C@H](C)c2cccs2)C2CC2)n1,195.37,train
C[C@H](O)CN(C)S(=O)(=O)c1ccc(Cl)cc1Cl,167.22,train
NC(=O)[C@H]1C[C@@H](NC(=O)[C@@H]2CCc3nncn3C2)C1,159.41,train
CC[C@@H]1[C@H](C(=O)NC(C)(C)c2cccc(C)c2)CCN1C(=O)OC(C)(C)C,257.6,train
CO[C@@H](C(=O)O[C@H](C)C(F)F)C1CC1,106.53,train
C/C=C/[C@H](O)C(=O)N[C@H](CO)COC,122.03,train
Cc1c(C)c2cc(Cl)c(OC(=O)CCCCCNC(=O)OCc3ccccc3)cc2oc1=O,318.61,train
Cc1ccc(CNC(=O)CC(C)(C)CNC(=O)OC(C)(C)C)nc1C,241.07,train
CCn1ncc(C(=O)NC[C@H]2CC[C@H](NC(=O)c3cnco3)C2)n1,210.69,train
O=S(=O)(Oc1ccc(F)cc1Cl)C1CC1,131.22,train
CCN(C)C(=O)Cn1c(-c2ccc(OC)c(OC)c2)nnc1N1CCC[C@@H]1c1cccs1,313.14,train
CS/C=C/C(=O)NCCc1nccs1,158.87,train
Cc1nc2cc(=O)[nH]n2c(C)c1CC(=O)Nc1ccc(COc2ccccc2)cc1,294.89,train
Clc1cc(CN2CCOCC2)c(Cl)s1,147.23,train
CC[C@@H](NC(=O)[C@@H](C)N(c1ccc(Oc2ccccc2)cc1)S(C)(=O)=O)c1ccc(C)cc1,329.48,train
CNC(=O)[C@H](C)CN(C)c1nnc([C@@]2(OC(C)C)CCOC2)n1Cc1ccc(-c2ccsc2)nc1,346.13,train
CCc1nc(C)c(CN(C)Cc2cnc(Cl)s2)[nH]1,186.51,train
CCc1cnc(CS[C@H](C)COC)o1,141.52,train
COc1cc(C(=O)N[C@@]2(C)CCN(Cc3ocnc3C)C2)ccc1F,225.0,train
